Entity,Code,Year,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number)
Australia,AUS,2003,75877,43387,2531,13254,10862,8270,3803,6160,4576,4608,2936,2043,526,10,623,6390,1777,260,787,2998,1533,951,363,603,1716,268,287,401,171,422
Australia,AUS,2004,75645,49178,2549,11920,9227,7065,3831,6206,4036,4360,3030,2218,428,11,508,4057,1450,252,625,3318,1715,1627,280,733,1625,198,269,581,23,421
Australia,AUS,2005,75785,45940,2914,10687,10600,7126,3753,6384,3199,4682,3413,1947,490,10,262,4086,907,201,487,4269,1498,1398,249,725,947,135,639,423,34,336
Australia,AUS,2006,63978,45991,2692,12801,11645,9474,3869,5756,3860,4259,3765,1976,254,9,538,3258,1080,192,550,4468,1677,1227,221,897,1796,138,582,294,23,247
Australia,AUS,2007,96012,49185,1836,11069,8807,7874,4530,5569,4667,3915,3081,1626,104,6,413,4302,643,104,417,4320,1683,1767,177,652,1196,217,386,154,13,251
Australia,AUS,2008,71020,49030,1796,11519,10868,7821,5510,5689,4450,4266,2481,1534,7,3,210,3864,491,90,488,4876,1950,1644,99,785,875,498,797,208,30,146
Australia,AUS,2009,86247,52203,2010,10665,11453,10325,4294,5937,3595,3431,2876,1537,4,4,167,4057,183,33,315,5538,1562,1721,58,898,1717,299,999,71,18,74
Australia,AUS,2010,79835,47949,1932,10151,15062,8998,5464,5714,4216,2863,2752,1344,9,5,158,3400,17,7,274,5180,1432,1417,23,592,1308,187,1069,5,25,21
Australia,AUS,2011,88647,47966,1461,11147,14968,9517,4525,5947,4118,3879,3125,2169,8,1,54,3244,22,6,154,4573,1800,2172,28,698,1556,450,1071,9,19,24
Australia,AUS,2012,74637,41264,1643,10947,14976,11112,5528,6128,4260,4107,3701,1711,7,1,6,2392,16,8,99,6430,1680,2422,23,810,1845,212,825,4,15,23
Australia,AUS,2013,86831,53379,1379,10748,14586,10767,5362,4522,4258,4124,3672,1369,8,0,6,1906,28,5,26,5969,2048,3028,26,808,1187,913,594,8,26,22
Australia,AUS,2014,75022,44920,1467,11582,13914,10941,5902,6194,4283,3360,3022,1799,9,0,6,1790,27,8,24,5459,2292,3662,18,852,1657,237,1017,6,24,27
Australia,AUS,2015,77785,54337,1511,13286,13673,11668,5228,5877,4103,2903,4114,1938,8,0,8,2139,23,7,23,6783,1581,2865,23,1050,3833,290,656,11,14,28
Australia,AUS,2016,78822,55222,1211,12062,16128,11641,5928,5186,4058,3212,3180,1723,4,0,7,1606,37,7,25,7632,2329,3356,24,1015,3569,579,1238,8,20,20
Australia,AUS,2017,78166,51130,1395,12130,18880,12692,7119,5554,4365,4066,3976,1967,3,0,7,1262,34,7,24,6793,2191,3273,23,830,5058,757,650,6,27,25
Australia,AUS,2018,77030,50350,1330,13386,19151,10962,6169,5574,3702,3222,3300,1278,4,0,8,870,28,6,20,6707,2256,2635,25,857,1975,287,966,7,21,27
Australia,AUS,2019,81867,52115,850,10769,16030,11744,6230,5701,4229,3057,3927,880,6,0,6,553,22,6,25,7687,2285,3014,25,956,6473,419,2132,5,24,18
Austria,AUT,1990,32234,18059,1688,3699,981,1530,836,2386,1350,1727,1048,634,937,10,570,3502,1404,279,721,13,212,10,228,103,14,4,7,587,1601,558
Austria,AUT,1991,27822,16096,1196,3874,1316,1416,1005,2368,1196,1867,1118,863,835,6,658,3934,1359,272,651,90,295,7,390,102,5,12,12,460,1571,448
Austria,AUT,1992,24707,19262,1725,4196,1494,1596,1022,2184,1406,1865,1172,526,850,15,366,2738,1623,249,540,188,308,11,291,126,18,14,5,362,1573,631
Austria,AUT,1993,29727,16786,1158,4468,1636,1824,843,2575,1376,1803,835,645,715,10,698,3164,1182,235,613,281,396,38,238,82,4,7,6,496,1737,485
Austria,AUT,1994,30676,16587,1191,3878,1577,2327,904,2454,1583,1501,719,773,937,7,330,3257,1546,226,520,417,395,67,282,150,20,4,10,530,1059,400
Austria,AUT,1995,32002,16967,1207,3942,1897,1836,1191,2270,1158,1388,876,767,526,9,434,2111,700,224,428,358,373,130,195,168,80,4,7,375,1504,414
Austria,AUT,1996,33620,18394,1315,4268,2410,1849,1227,2266,1217,1658,1011,592,585,11,304,2993,760,192,458,567,386,109,270,155,143,9,19,399,1237,321
Austria,AUT,1997,31625,18434,1541,4288,2097,2150,1139,2393,1307,1670,1069,626,388,5,386,2495,894,186,406,723,392,233,199,182,158,11,27,376,1091,438
Austria,AUT,1998,30522,16626,1157,3421,2349,2202,1198,2317,1274,1767,1077,369,614,5,388,2685,871,153,462,754,481,234,240,195,298,13,53,283,1117,247
Austria,AUT,1999,29564,17927,897,3852,2838,2180,1424,1963,1125,1970,1089,878,616,4,436,3298,865,167,329,906,340,308,231,142,233,37,86,273,875,310
Austria,AUT,2000,31459,17867,1079,3974,2794,2161,1271,2226,1187,1452,973,982,466,4,356,2192,697,125,377,955,388,281,159,193,367,41,63,380,453,237
Austria,AUT,2001,31864,16929,1240,4057,2927,2403,1436,2307,1462,1653,1162,700,370,2,368,2859,655,105,260,961,484,378,129,196,344,98,98,320,264,235
Austria,AUT,2002,32312,19016,1131,4384,3017,2163,1436,2405,1429,1332,1198,893,199,4,245,1950,628,95,288,1250,419,435,135,278,317,127,126,241,117,249
Austria,AUT,2003,20734,16839,1056,4334,2392,2164,1470,2141,1256,1241,934,779,248,2,222,2119,583,85,233,1246,510,481,110,197,427,36,164,167,31,211
Austria,AUT,2004,25672,17021,922,4667,3626,3209,1641,2234,1418,1459,952,676,218,1,186,1617,533,85,237,1512,714,572,107,162,289,62,225,155,7,166
Austria,AUT,2005,31785,15079,768,4598,4553,2640,1499,1873,1528,1346,979,793,131,4,100,1277,311,65,223,1450,635,652,78,239,571,156,163,166,11,176
Austria,AUT,2006,29648,17158,567,4170,3378,3117,1487,2406,1201,1681,1361,757,73,4,138,1419,225,60,131,1338,627,603,78,187,670,106,236,123,8,101
Austria,AUT,2007,31354,17111,717,4508,4381,2484,1891,2571,1385,1478,1043,555,13,2,102,1260,177,43,163,1563,489,628,46,266,637,176,253,86,5,115
Austria,AUT,2008,27703,18381,742,3875,4655,3101,1699,2409,1282,1142,1680,531,3,1,73,1193,144,31,142,1739,656,847,34,225,374,65,117,46,9,61
Austria,AUT,2009,27085,17901,712,3724,3844,3107,1594,2362,1575,1342,1001,543,3,1,68,1560,46,15,114,1676,684,652,17,276,862,66,263,34,12,25
Austria,AUT,2010,28606,19808,544,3834,4814,3057,1691,2140,1726,1285,1729,805,1,1,61,1093,7,2,94,1812,702,1070,9,337,779,147,289,1,10,8
Austria,AUT,2011,27318,18046,624,4514,5442,3499,1694,2071,1360,1060,1185,844,2,0,25,955,12,3,60,1971,480,991,11,325,382,287,272,2,7,7
Austria,AUT,2012,28449,17263,582,3826,4266,3268,1957,2291,1484,1272,1110,395,3,0,1,924,10,3,35,1903,750,661,7,330,405,277,295,2,11,8
Austria,AUT,2013,26096,18587,600,4017,5876,3105,1937,2142,1684,1250,1489,517,2,0,2,766,9,2,10,2390,823,992,9,286,837,342,289,3,10,8
Austria,AUT,2014,23930,15592,457,3711,4818,3083,1959,1929,1553,1256,1376,546,3,0,3,666,6,2,6,1778,569,1400,8,332,1372,85,204,1,10,9
Austria,AUT,2015,30229,17466,518,3997,4004,4038,2023,2089,1400,1549,1407,488,2,0,2,585,9,2,7,2171,590,1255,8,390,472,90,476,2,8,9
Austria,AUT,2016,29545,19176,552,3992,6129,3551,2181,1824,1375,1303,1030,453,2,0,3,539,9,2,9,2861,726,1292,6,338,1774,94,189,2,7,8
Austria,AUT,2017,30668,15091,401,4117,5551,3681,2129,1858,1547,1225,1218,642,2,0,3,391,9,2,9,2711,659,1218,7,357,1273,99,513,2,9,10
Austria,AUT,2018,26560,19194,264,4074,6592,4469,2068,1899,1551,1053,1100,363,2,0,3,263,8,2,8,2769,661,1466,9,289,961,185,325,2,10,7
Austria,AUT,2019,28023,18758,326,4861,6052,4133,1948,1946,1385,969,1267,672,1,0,3,199,7,2,8,2550,592,979,9,390,1108,133,241,2,9,8
Bangladesh,BGD,1990,430746,202775,101662,84084,15781,24247,18096,48596,22204,40069,19572,12773,54295,66031,37730,80624,20779,16472,11094,162,4198,108,7442,1760,235,143,119,27966,27984,8451
Bangladesh,BGD,1991,433228,224288,78035,67451,21430,22225,18012,42219,26961,26912,17815,19158,68512,42049,44790,66144,22655,14469,11107,1271,6127,169,4800,1814,168,82,93,22643,32504,8921
Bangladesh,BGD,1992,414448,249427,78792,74973,21257,23468,17443,45122,22937,33527,19985,11141,33211,39427,41809,55658,13282,13273,10503,3068,4853,130,6449,1762,305,259,120,37391,28429,10060
Bangladesh,BGD,1993,406460,242629,64873,80112,24363,18661,19290,36189,19031,33447,15033,14469,63012,67332,39916,53811,29757,13794,11545,3519,5389,874,5326,2498,201,181,171,41417,28511,7514
Bangladesh,BGD,1994,423638,229352,96367,78987,26575,28504,19053,41439,22862,31085,18294,18922,51936,76659,23221,51051,22443,13418,9493,5076,7052,2213,5652,1821,82,222,243,28495,28150,7493
Bangladesh,BGD,1995,464748,260769,64966,80457,32204,21626,19868,48237,21309,27892,17343,7537,42910,22687,35301,51394,19656,12037,11068,8055,5732,2411,4487,2504,735,108,82,34406,17105,6199
Bangladesh,BGD,1996,384312,254982,72510,71868,32995,29532,20249,48318,26233,23615,23035,13968,49911,27813,17003,52235,13696,10949,9173,7927,6141,3375,5704,2992,1741,159,164,24124,18178,5773
Bangladesh,BGD,1997,539903,209446,67308,67811,39460,32629,20857,44317,23351,27144,19282,16173,31578,20265,29305,50818,13909,8389,8739,10392,5659,4685,5682,2822,4696,716,706,27029,12585,6400
Bangladesh,BGD,1998,424951,235799,71365,68549,36380,26144,22457,33357,22816,27266,16416,13421,33116,56872,19784,44284,11552,12552,7695,11679,7658,4755,3334,3373,4226,557,957,21410,14882,6264
Bangladesh,BGD,1999,461240,246059,79895,73575,39657,34502,21936,37398,29056,29332,16014,13223,29132,40147,21293,48783,9979,9816,8079,10610,6564,6770,3472,2946,2239,1263,1626,16033,10934,5039
Bangladesh,BGD,2000,406835,233756,70604,87576,35148,30902,22821,37167,23019,33220,16859,16703,29647,19477,20143,41388,13194,8652,6288,12596,8416,5569,3497,2460,5352,1087,1836,17217,10041,6030
Bangladesh,BGD,2001,405517,243941,63828,80359,48653,37181,27903,45654,25260,28692,21529,8325,35472,28097,13739,45116,11766,7520,6109,15330,9222,7404,2591,2892,2887,1748,1558,11199,5390,5482
Bangladesh,BGD,2002,327876,226195,47820,77105,43053,37394,24950,36927,24191,31129,19073,6727,18196,27844,17812,47271,13818,7351,7061,17652,8527,10598,2405,3511,8123,577,1517,13833,4160,4408
Bangladesh,BGD,2003,503369,273975,62260,87295,47534,34397,23526,37555,24349,27892,25083,16912,16355,28620,13165,43745,8071,6097,4527,16407,7103,8906,2437,4379,3712,660,4662,11014,676,3419
Bangladesh,BGD,2004,321311,215135,56429,79345,53645,36317,25131,41669,25936,22648,22495,11774,12796,15459,12491,33996,5504,4172,4790,21452,9454,8212,1714,4808,7860,2958,3390,11944,126,2873
Bangladesh,BGD,2005,421121,244052,58318,86290,44673,35620,24736,41693,22816,27985,14945,16010,6888,18073,12971,31726,6248,4515,3679,19609,8429,11785,1824,5038,15850,1480,4027,6224,189,1947
Bangladesh,BGD,2006,376331,239053,48030,67230,53869,48803,31548,38814,28013,23913,20597,12303,4580,15717,9856,27869,5838,3982,3322,21150,12580,11056,1283,5935,6223,3167,3070,6587,192,1926
Bangladesh,BGD,2007,394348,265736,68845,75382,61431,41588,28299,38883,22157,26235,24567,10281,1704,17696,9352,33839,3519,2631,3418,21648,10698,13261,1096,3987,14243,2032,5466,7134,154,1434
Bangladesh,BGD,2008,446045,264823,53379,73487,66945,39812,32041,42970,25940,25164,18231,8462,213,14475,3300,24420,2105,1397,2889,23105,10643,11635,743,3063,5775,3141,4757,4236,82,1092
Bangladesh,BGD,2009,381473,295929,44465,87189,79220,45307,34388,39626,27033,23613,30364,12307,182,9033,4410,20779,1401,732,2132,24445,10379,16994,312,4712,14296,2061,3537,1333,219,291
Bangladesh,BGD,2010,350869,278620,40434,71972,70565,39650,30721,42834,29113,22841,20773,10172,156,5828,2844,20905,127,196,1684,23210,7319,12577,152,6906,6600,1237,6267,241,136,137
Bangladesh,BGD,2011,366821,216963,43874,73311,67758,46282,27977,38910,27919,28810,15259,11179,121,8153,1560,14834,191,124,1230,24423,13925,18040,163,4452,21341,2750,2884,136,100,161
Bangladesh,BGD,2012,470549,269534,31597,78017,72009,40054,37611,33176,23470,23710,21517,12650,166,2163,157,16371,141,159,773,32389,11812,21464,193,4879,14315,2969,9516,159,137,124
Bangladesh,BGD,2013,422000,271080,38481,87052,63475,61232,38277,41310,25158,21659,24797,11812,159,412,118,19213,171,188,169,25213,10624,15519,135,6097,7837,4539,5648,191,163,234
Bangladesh,BGD,2014,437259,268918,36797,95399,79982,50018,34306,36628,29022,21051,22572,10025,137,191,148,11910,146,116,191,30969,11900,17171,163,6187,12708,2541,5179,141,134,167
Bangladesh,BGD,2015,431727,267012,31965,75280,88236,48592,31117,33379,27610,21619,24244,13472,138,261,127,10351,218,159,167,32029,11921,15944,183,8083,8662,8089,7689,160,201,166
Bangladesh,BGD,2016,377154,257044,29072,74335,75026,44685,34114,36964,27034,22430,24174,11956,240,203,160,10958,237,213,175,31915,18405,18946,155,4865,10189,3144,6002,207,184,164
Bangladesh,BGD,2017,452379,237327,23475,76140,75327,57296,35790,36123,29207,19339,26196,10934,183,156,176,6748,99,148,173,38599,15405,19988,155,6189,36371,5419,4394,135,135,175
Bangladesh,BGD,2018,317153,265126,22235,80478,92787,43854,35507,32408,27868,21250,19670,11528,126,168,187,5606,143,192,141,39237,12795,17581,135,5916,9900,4713,10603,122,170,199
Bangladesh,BGD,2019,399315,257170,19032,73261,90655,67440,41573,32842,30564,23409,20918,12583,201,171,174,4644,178,175,144,33488,18060,16500,150,6233,21808,8410,7705,179,160,184
Belgium,BEL,1990,39196,23947,1481,4722,1533,2136,1108,3285,1495,2502,1152,1456,1378,13,835,4622,2064,406,873,16,311,11,453,113,6,5,15,885,2923,626
Belgium,BEL,1991,39727,23964,1661,4790,1825,2217,1326,2897,1397,2193,1400,1105,589,10,656,2661,1428,263,834,103,416,9,445,120,5,14,6,730,2606,612
Belgium,BEL,1992,35713,17292,2195,3931,2243,2197,1189,3350,1234,2283,1091,1117,1279,10,455,4250,1788,238,892,221,442,12,377,141,18,31,15,497,2278,684
Belgium,BEL,1993,35516,20563,1791,4557,2293,2136,1212,2874,1492,2062,1121,1141,1071,11,696,2646,1348,321,674,375,362,54,390,158,20,5,8,623,2683,636
Belgium,BEL,1994,31103,22720,1698,4996,2413,2373,1124,2876,1559,2107,1131,1188,1084,9,938,4489,2102,232,719,501,402,120,419,151,20,29,6,495,1468,587
Belgium,BEL,1995,28812,20826,1613,5114,2528,2592,1574,3107,1555,2206,1410,1189,1155,10,425,3280,1196,237,592,662,499,158,334,166,46,22,6,465,1507,541
Belgium,BEL,1996,35716,22109,1681,5261,2749,2604,1296,3338,1741,1918,1346,978,1268,9,623,3859,1113,191,587,626,562,275,184,210,75,5,29,542,1401,563
Belgium,BEL,1997,41376,22016,1705,5276,2870,2358,1301,3145,1688,2057,1298,775,829,8,507,3587,1624,255,549,926,603,318,248,202,228,11,40,560,1063,380
Belgium,BEL,1998,36726,21275,1569,4172,3312,3155,1437,3099,1728,1632,1559,1096,687,7,544,3527,713,163,521,879,619,372,329,164,230,35,104,456,702,429
Belgium,BEL,1999,40915,20376,1400,5159,3689,2884,1396,3074,1822,2388,1234,1041,293,9,417,3272,747,197,515,1050,520,417,235,229,346,83,105,498,701,384
Belgium,BEL,2000,41830,20716,1404,5046,3315,2953,1778,3189,1787,1867,1477,745,582,6,411,3513,937,176,466,1011,650,556,184,190,172,77,84,313,565,328
Belgium,BEL,2001,37443,23767,1580,4978,4290,2946,2100,2835,1534,1991,1023,901,495,8,360,2572,839,154,490,1308,824,550,216,278,201,34,223,333,508,332
Belgium,BEL,2002,37588,22307,982,4659,3534,3337,1915,2991,1663,2074,1466,1084,429,3,280,2499,927,114,389,1554,626,841,181,261,230,191,163,296,257,298
Belgium,BEL,2003,42512,26411,1202,5634,3998,3878,1737,2993,1979,1891,1583,646,401,4,348,2424,621,123,330,1645,671,868,150,220,403,65,179,193,53,231
Belgium,BEL,2004,40048,20752,1184,5602,4840,4091,2074,2594,1629,1623,1445,924,280,5,276,2442,599,65,265,1826,846,800,171,289,309,51,144,249,7,167
Belgium,BEL,2005,38910,27786,1173,4666,4580,4020,2164,3001,1809,2107,1555,1000,181,4,286,2272,507,98,289,1927,659,840,129,287,316,179,145,145,11,166
Belgium,BEL,2006,37343,24710,1005,4884,4864,3538,1976,2869,1736,1337,1303,945,123,4,242,2395,372,70,227,1924,762,499,81,374,977,304,249,112,14,118
Belgium,BEL,2007,31520,21035,1233,5116,5377,3363,1872,2805,1757,1530,1432,934,36,2,148,1833,296,60,199,2047,679,931,83,282,770,256,355,95,13,80
Belgium,BEL,2008,41526,21949,1114,4938,6060,3889,2041,2806,1716,1787,1056,1125,2,3,114,1842,175,31,148,2109,792,982,46,262,558,74,467,75,15,90
Belgium,BEL,2009,31344,23371,1018,6191,5474,4173,2564,2791,1670,1939,1377,1190,3,1,58,1533,75,16,134,2170,603,1140,25,343,742,145,255,37,8,35
Belgium,BEL,2010,36791,24634,885,6013,5777,4172,2317,2791,1987,1971,1351,742,5,1,67,1237,13,3,107,2370,747,1047,11,311,915,130,355,3,9,10
Belgium,BEL,2011,38602,22411,848,5518,6049,3838,2337,2755,1958,1809,1810,890,4,1,40,1362,12,3,79,2275,937,744,9,368,495,192,327,2,9,8
Belgium,BEL,2012,40480,22388,671,5053,6734,4339,2436,2703,2052,1561,1568,888,3,0,3,1337,10,4,36,2530,1081,1234,13,348,1858,159,259,3,11,11
Belgium,BEL,2013,38874,25338,688,6364,6002,5005,2239,2644,2047,1731,1670,630,2,0,3,1044,12,3,11,3014,657,1516,13,397,694,271,322,2,12,12
Belgium,BEL,2014,35907,23620,740,5220,7573,4866,2471,2485,1891,2003,1859,748,3,0,3,919,15,2,12,2413,694,1454,11,312,889,203,590,2,9,13
Belgium,BEL,2015,38397,24499,708,6677,5838,4218,2813,2199,2170,1557,1830,645,3,0,3,994,12,3,14,2612,825,1488,11,519,844,121,292,3,8,14
Belgium,BEL,2016,36294,23092,532,5745,6935,4581,2179,2446,2057,1498,1761,663,3,0,3,549,9,3,12,2942,748,1640,10,401,942,120,534,3,10,10
Belgium,BEL,2017,43976,22133,558,5220,7302,3776,2558,2517,1982,1423,1740,710,3,0,3,506,10,4,11,3570,1005,1563,9,427,1163,222,583,4,11,8
Belgium,BEL,2018,41513,25480,513,5256,6907,5421,2901,2322,2017,1593,1276,459,2,0,3,395,13,3,11,3724,1100,1452,11,492,1987,132,447,3,9,13
Belgium,BEL,2019,36900,22605,387,6192,8634,5118,3830,2463,2411,1453,1930,582,4,0,3,258,14,2,10,3252,978,1803,13,438,1288,444,547,3,11,9
Brazil,BRA,1990,448892,297424,129898,95400,24042,24726,21952,60194,31013,46208,13850,19641,69592,84123,52084,64741,33318,20110,18795,213,7809,267,5867,2274,285,338,128,49250,41449,12273
Brazil,BRA,1991,542148,298496,122818,91528,27396,28380,23233,56961,29060,48798,24766,13836,61434,66760,36473,59302,32710,19754,10392,1859,4523,201,6229,2305,320,105,264,40658,46109,10885
Brazil,BRA,1992,537772,309562,89609,81777,28815,32570,20804,58620,29981,38559,23878,20903,75777,54963,32996,92509,22082,15095,12749,3548,7485,181,7726,2227,231,105,187,30705,38170,11429
Brazil,BRA,1993,509573,253030,85270,86088,36272,29860,20562,61260,31098,41085,24526,13640,60687,46791,59715,68982,36516,15577,13345,5036,5923,816,6302,3150,278,105,238,37285,30936,7477
Brazil,BRA,1994,552848,293359,108983,99463,36862,31181,26904,58685,22737,44585,24432,15688,31841,55606,24633,78208,28721,18595,11974,7175,7410,2775,7520,2270,173,105,257,29890,34898,9710
Brazil,BRA,1995,496738,329104,83197,85593,36786,33981,22422,52472,25863,35888,25502,21803,44484,28875,35639,49019,22795,13144,10484,10092,7258,2415,5395,2914,1653,368,188,23029,24978,8749
Brazil,BRA,1996,595929,313784,73846,97046,41453,38226,24238,47988,30902,37107,25109,23968,60479,60340,39348,71801,28575,13375,14083,11327,7481,5418,5718,3402,2834,240,611,30197,24098,8544
Brazil,BRA,1997,598100,324172,111569,82176,42053,42393,27791,55639,32266,40337,27003,17794,47531,52564,32605,53520,20601,11281,10910,9417,10954,3333,3480,3678,5498,209,665,30107,19845,7680
Brazil,BRA,1998,465519,333615,73585,82137,40869,40933,26095,57625,28537,46235,24086,15892,56364,45228,31317,61278,15765,11375,8800,14601,10938,4921,5025,3826,5118,1346,868,21345,14915,7599
Brazil,BRA,1999,535259,320251,82348,112339,52721,44316,33103,63494,31835,42449,26391,16412,41600,42042,27756,55006,9805,12780,10298,13503,8167,7144,4097,3025,5192,1064,1701,22384,7392,6884
Brazil,BRA,2000,493910,298151,94333,104816,52821,34643,27914,50374,31510,33470,27657,14334,25870,57615,21554,50908,17091,9556,9815,16319,10582,8915,3785,4239,6662,826,1447,20204,10980,6751
Brazil,BRA,2001,449894,355443,75786,67392,67260,57420,39709,54833,31365,42653,27155,13901,30399,48119,28787,47092,13283,11268,8610,20776,12268,9657,3746,4526,8112,696,1385,17099,8445,5470
Brazil,BRA,2002,570647,367439,72187,92811,59486,41504,36858,50527,35278,39329,22322,15062,18741,31234,20170,43540,12036,8358,7512,20980,12604,11402,3810,5190,7140,1163,2300,17101,3946,5394
Brazil,BRA,2003,509401,304863,87334,95186,68749,60501,27629,50788,33962,30380,22420,13637,17721,25996,14294,50095,8005,6339,5986,24761,13064,9864,3098,4448,5085,4367,1831,14742,844,2910
Brazil,BRA,2004,517077,306999,78439,106875,71861,42610,34782,49069,33414,35761,22291,21457,17046,32613,18593,43883,8912,6576,6358,25195,11269,14822,3415,5833,6383,3121,2653,10413,143,3336
Brazil,BRA,2005,518317,286928,88579,86073,54652,46217,36166,47941,36287,35048,32267,15335,9812,27745,16768,46112,8389,3583,6165,24706,14524,15182,1975,5686,11225,2224,4176,5250,226,2115
Brazil,BRA,2006,443814,317792,61965,105368,68520,45453,29826,54631,37144,36990,29375,15635,6844,11575,10600,36585,8137,4644,5086,28643,17581,14725,1182,5083,14754,3367,5814,9394,241,2911
Brazil,BRA,2007,483940,349756,61825,90393,66067,50701,42144,50919,36258,30940,23820,13046,2026,12627,10328,38940,4955,3363,3640,22088,14945,19369,1385,5387,9071,1260,4718,6658,216,1687
Brazil,BRA,2008,534785,321281,65696,98851,93236,68700,34847,49695,36209,27029,25895,16498,256,8780,8456,27817,3758,2920,3546,34130,15026,18631,971,4758,7350,1365,6263,4035,237,869
Brazil,BRA,2009,570106,330025,52176,94315,62407,68729,40892,41571,35591,28745,39572,13121,265,16894,6100,26834,1868,1132,3286,33907,16756,19187,316,5892,19659,2357,7339,2101,248,672
Brazil,BRA,2010,464103,319520,50705,90493,89888,68604,39335,51871,33650,29821,21026,12761,114,12291,4345,24493,223,181,2142,35542,17187,16423,183,6040,21822,2903,5998,190,198,166
Brazil,BRA,2011,514373,281397,62687,94169,102866,66012,35385,40004,27262,29094,27323,11301,145,9655,1853,18674,151,141,1309,34290,10474,19668,263,8722,19675,3355,5507,230,159,174
Brazil,BRA,2012,559221,325299,48639,109076,96218,69871,37665,48160,34388,30636,24455,15157,164,4187,179,18596,274,210,849,35489,16619,21197,172,6840,10420,9429,5721,231,188,184
Brazil,BRA,2013,327610,334746,44289,96636,89273,61842,43989,40106,40661,30728,24908,10732,196,525,213,16773,142,213,188,33928,19032,22146,228,7408,17055,7514,6412,224,236,208
Brazil,BRA,2014,541236,324838,39281,112785,96479,74016,53105,42330,36754,26288,25393,14363,171,330,152,16810,161,177,207,42128,16642,21747,273,8319,36878,2352,8134,228,252,109
Brazil,BRA,2015,552225,319139,36321,107889,99055,74839,40201,46858,34223,31591,30100,14514,213,298,246,14481,172,252,216,46035,11434,23833,198,8304,16471,3518,12072,240,196,174
Brazil,BRA,2016,519695,311622,37159,90226,112488,59292,48249,48272,40187,20104,26404,12144,105,232,207,13725,311,159,226,43072,18365,35691,241,7591,50813,4873,5941,139,197,210
Brazil,BRA,2017,498232,315854,26723,97989,96731,57674,49036,44161,30743,29480,31931,13736,253,196,170,11053,237,153,180,48661,13186,23242,266,9277,14625,6788,7720,219,126,246
Brazil,BRA,2018,461976,325427,31370,109845,90513,77508,45660,46665,36503,25214,31532,12158,242,197,216,6716,229,201,259,44758,21430,26372,191,7544,28019,7060,11563,207,216,205
Brazil,BRA,2019,539634,324239,24232,99242,90950,63670,46227,44088,31172,28231,25639,14215,226,204,205,5154,267,241,197,46972,22512,18735,190,6499,30954,8728,5956,183,201,235
Canada,CAN,1990,117474,73757,5811,15316,4284,5795,3656,9155,5339,7126,4477,4180,3245,42,3088,12727,5891,1104,2906,51,1148,26,1518,392,42,63,42,1733,6996,1902
